OCCUPANCY_DATE,SHELTER_NAME,SECTOR,OCCUPANCY,CAPACITY
2018-11-25,Eva's Place,Youth,40,40
2018-11-25,Eva's Satellite,Youth,31,32
2018-11-25,Eva's Satellite,Youth,1,1
2018-11-25,Fife House Transitional Program,Co-ed,5,5
2018-11-25,Fife House Transitional Program,Co-ed,11,11
2018-11-25,FV Women's Transition to Housing,Women,24,26
2018-11-25,FV Women's Transition to Housing,Women,34,37
2018-11-25,Fred Victor Women's Hostel,Women,4,4
2018-11-25,Fred Victor Women's Hostel,Women,41,41
2018-11-25,"Fred Victor, BUS",Co-ed,10,10
2018-11-25,"Fred Victor, BUS",Co-ed,60,60
2018-11-25,Good Shepherd Centre,Men,5,5
2018-11-25,Good Shepherd Centre,Men,70,70
2018-11-25,Good Shepherd Centre,Men,23,25
2018-11-25,HFS - Kennedy Shelter,Women,89,90
2018-11-25,HFS - Savard's Womens' Shelter,Women,30,30
2018-11-25,HFS - Scarborough Shelter,Co-ed,85,90
2018-11-25,HFS - Strachan House,Co-ed,2,5
2018-11-25,HFS - Strachan House,Co-ed,80,83
2018-11-25,Horizons for Youth,Youth,45,45
2018-11-25,Kennedy House Youth shelter,Youth,40,40
2018-11-25,Na-Me-Res,Men,71,71
2018-11-25,Na-Me-Res,Men,19,20
2018-11-25,Eagles Nest Transition House,Youth,12,12
2018-11-25,SVDP - Amelie House,Women,22,22
2018-11-25,SVDP - Elisa House,Women,40,40
2018-11-25,SVDP - Mary's Home,Women,6,6
2018-11-25,SVDP - Mary's Home,Women,38,38
2018-11-25,SVDP - St. Clare's Residence,Women,30,30
2018-11-25,St. Simon's Shelter,Men,5,5
2018-11-25,St. Simon's Shelter,Men,61,61
2018-11-25,Street Haven,Women,46,46
2018-11-25,Street Haven,Women,4,4
2018-11-25,Sojourn House,Families,89,76
2018-11-25,Sojourn House,Co-ed,94,94
2018-11-25,Sojourn House,Families,176,224
2018-11-25,Salvation Army - Evangeline Res,Women,9,9
2018-11-25,Salvation Army - Evangeline Res,Women,90,90
2018-11-25,Salvation Army - Florence Booth,Women,4,4
2018-11-25,Salvation Army - Florence Booth,Women,60,60
2018-11-25,Salvation Army - Gateway,Men,12,12
2018-11-25,Salvation Army - Gateway,Men,108,108
2018-11-25,Salvation Army - Maxwell Meighen,Men,44,45
2018-11-25,Salvation Army - Maxwell Meighen,Men,18,18
2018-11-25,Salvation Army - Maxwell Meighen,Men,270,270
2018-11-25,Salvation Army - Maxwell Meighen,Men,10,10
2018-11-25,Salvation Army - New Hope Leslie,Men,60,60
2018-11-25,Scott Mission Men's Ministry,Men,19,19
2018-11-25,Scott Mission Men's Ministry,Men,53,53
2018-11-25,Toronto Community Hostel,Co-ed,12,13
2018-11-25,Toronto Community Hostel,Families,13,14
2018-11-25,Turning Point Youth Services,Youth,34,35
2018-11-25,Univ Settlement House - OOTC,Co-ed,78,85
2018-11-25,Red Door Queen Street,Families,101,101
2018-11-25,YMCA House,Youth,40,40
2018-11-25,YMCA Sprott House,Youth,24,25
2018-11-25,YWCA - First Stop Woodlawn,Women,31,31
2018-11-25,YWCA - First Stop Woodlawn,Youth,31,31
2018-11-25,Youth Without Shelter,Youth,33,33
2018-11-25,Youth Without Shelter,Youth,20,20
2018-11-26,COSTI Reception Centre,Families,555,628
2018-11-26,COSTI Reception Centre,Co-ed,9,13
2018-11-26,COSTI Reception Centre,Families,671,774
2018-11-26,COSTI Reception Centre,Co-ed,16,16
2018-11-26,Christie Ossington Men's Hostel,Men,82,82
2018-11-26,Christie Ossington Men's Hostel,Men,32,32
2018-11-26,Christie Refugee Welcome Centre,Families,69,76
2018-11-26,Birchmount Residence,Men,60,60
2018-11-26,Birkdale Residence,Families,168,160
2018-11-26,Birkdale Residence,Families,364,436
2018-11-26,Birkdale Residence,Families,99,124
2018-11-26,Birkdale Residence,Men,2,2
2018-11-26,Downsview Dells,Men,28,28
2018-11-26,Family Residence,Families,204,252
2018-11-26,Family Residence,Families,57,48
2018-11-26,Family Residence,Families,160,110
2018-11-26,Family Residence,Families,50,50
2018-11-26,Family Residence,Families,120,133
2018-11-26,Fort York Residence,Co-ed,42,42
2018-11-26,Fort York Residence,Men,2,21
2018-11-26,Fort York Residence,Men,74,74
2018-11-26,Fort York Residence,Men,48,48
2018-11-26,Robertson House,Families,104,90
2018-11-26,S2H Assessment and Referral Ctre,Men,2,2
2018-11-26,S2H Assessment and Referral Ctre,Co-ed,36,40
2018-11-26,Seaton House,Men,71,72
2018-11-26,Seaton House,Men,61,63
2018-11-26,Seaton House,Men,235,236
2018-11-26,Seaton House,Men,41,42
2018-11-26,Seaton House,Men,85,88
2018-11-26,Seaton House,Co-ed,50,50
2018-11-26,Women's Residence,Women,10,10
2018-11-26,Women's Residence,Women,13,13
2018-11-26,Women's Residence,Women,108,108
2018-11-26,Cornerstone Place,Men,56,56
2018-11-26,Covenant House,Youth,1,2
2018-11-26,Covenant House,Youth,94,94
2018-11-26,Covenant House,Youth,27,28
2018-11-26,Dixon Hall - Heyworth House,Co-ed,9,9
2018-11-26,Dixon Hall - Heyworth House,Co-ed,80,80
2018-11-26,Dixon Hall - Schoolhouse,Men,47,47
2018-11-26,Eva's Phoenix,Youth,49,50
2018-11-26,Eva's Place,Youth,40,40
2018-11-26,Eva's Satellite,Youth,32,32
2018-11-26,Eva's Satellite,Youth,1,1
2018-11-26,Fife House Transitional Program,Co-ed,5,5
2018-11-26,Fife House Transitional Program,Co-ed,11,11
2018-11-26,FV Women's Transition to Housing,Women,24,26
2018-11-26,FV Women's Transition to Housing,Women,34,37
2018-11-26,Fred Victor Women's Hostel,Women,4,4
2018-11-26,Fred Victor Women's Hostel,Women,41,41
2018-12-05,S2H Assessment and Referral Ctre,Men,2,2
2018-11-26,"Fred Victor, BUS",Co-ed,10,10
2018-11-26,"Fred Victor, BUS",Co-ed,60,60
2018-11-26,Good Shepherd Centre,Men,5,5
2018-11-27,Eva's Place,Youth,39,40
2018-11-26,Good Shepherd Centre,Men,70,70
2018-11-26,Good Shepherd Centre,Men,23,25
2018-11-26,HFS - Kennedy Shelter,Women,90,90
2018-11-26,HFS - Savard's Womens' Shelter,Women,30,30
2018-11-26,HFS - Scarborough Shelter,Co-ed,90,90
2018-11-26,HFS - Strachan House,Co-ed,2,5
2018-11-26,HFS - Strachan House,Co-ed,80,83
2018-11-26,Horizons for Youth,Youth,45,45
2018-11-26,Kennedy House Youth shelter,Youth,40,40
2018-11-26,Na-Me-Res,Men,71,71
2018-11-26,Na-Me-Res,Men,19,20
2018-11-26,Eagles Nest Transition House,Youth,12,12
2018-11-26,SVDP - Amelie House,Women,22,22
2018-11-26,SVDP - Elisa House,Women,40,40
2018-11-26,SVDP - Mary's Home,Women,6,6
2018-11-26,SVDP - Mary's Home,Women,38,38
2018-11-26,SVDP - St. Clare's Residence,Women,30,30
2018-11-26,St. Simon's Shelter,Men,5,5
2018-11-26,St. Simon's Shelter,Men,61,61
2018-11-26,Street Haven,Women,46,46
2018-11-26,Street Haven,Women,4,4
2018-11-26,Sojourn House,Families,89,76
2018-11-26,Sojourn House,Co-ed,94,94
2018-11-26,Sojourn House,Families,176,224
2018-11-26,Salvation Army - Evangeline Res,Women,9,9
2018-11-26,Salvation Army - Evangeline Res,Women,90,90
2018-11-26,Salvation Army - Florence Booth,Women,4,4
2018-11-26,Salvation Army - Florence Booth,Women,60,60
2018-11-26,Salvation Army - Gateway,Men,12,12
2018-11-26,Salvation Army - Gateway,Men,108,108
2018-11-26,Salvation Army - Maxwell Meighen,Men,44,45
2018-11-26,Salvation Army - Maxwell Meighen,Men,18,18
2018-11-26,Salvation Army - Maxwell Meighen,Men,270,270
2018-11-26,Salvation Army - Maxwell Meighen,Men,9,10
2018-11-26,Salvation Army - New Hope Leslie,Men,60,60
2018-11-26,Scott Mission Men's Ministry,Men,19,19
2018-11-26,Scott Mission Men's Ministry,Men,53,53
2018-11-26,Toronto Community Hostel,Co-ed,12,13
2018-11-26,Toronto Community Hostel,Families,13,14
2018-11-26,Turning Point Youth Services,Youth,35,35
2018-11-26,Univ Settlement House - OOTC,Co-ed,0,85
2018-11-26,Red Door Queen Street,Families,106,101
2018-11-26,YMCA House,Youth,40,40
2018-11-26,YMCA Sprott House,Youth,24,25
2018-11-26,YWCA - First Stop Woodlawn,Women,31,31
2018-11-26,YWCA - First Stop Woodlawn,Youth,31,31
2018-11-26,Youth Without Shelter,Youth,33,33
2018-11-26,Youth Without Shelter,Youth,20,20
2018-11-27,COSTI Reception Centre,Families,551,628
2018-11-27,COSTI Reception Centre,Co-ed,9,13
2018-11-27,COSTI Reception Centre,Families,677,774
2018-11-27,COSTI Reception Centre,Co-ed,16,16
2018-11-27,Christie Ossington Men's Hostel,Men,81,82
2018-11-27,Christie Ossington Men's Hostel,Men,32,32
2018-11-27,Christie Refugee Welcome Centre,Families,69,76
2018-11-27,Birchmount Residence,Men,60,60
2018-11-27,Birkdale Residence,Families,168,160
2018-11-27,Birkdale Residence,Families,362,436
2018-11-27,Birkdale Residence,Families,99,124
2018-11-27,Birkdale Residence,Men,2,2
2018-11-27,Downsview Dells,Men,28,28
2018-11-27,Family Residence,Families,204,252
2018-11-27,Family Residence,Families,57,48
2018-11-27,Family Residence,Families,161,110
2018-11-27,Family Residence,Families,50,50
2018-11-27,Family Residence,Families,120,133
2018-11-27,Fort York Residence,Co-ed,42,42
2018-11-27,Fort York Residence,Men,21,21
2018-11-27,Fort York Residence,Men,74,74
2018-11-27,Fort York Residence,Men,48,48
2018-11-27,Robertson House,Families,107,90
2018-11-27,S2H Assessment and Referral Ctre,Men,2,2
2018-11-27,S2H Assessment and Referral Ctre,Co-ed,35,40
2018-11-27,Seaton House,Men,71,72
2018-11-27,Seaton House,Men,62,63
2018-11-27,Seaton House,Men,236,236
2018-11-27,Seaton House,Men,42,42
2018-11-27,Seaton House,Men,84,88
2018-11-27,Seaton House,Co-ed,50,50
2018-11-27,Women's Residence,Women,10,10
2018-11-27,Women's Residence,Women,13,13
2018-11-27,Women's Residence,Women,108,108
2018-11-27,Cornerstone Place,Men,56,56
2018-11-27,Covenant House,Youth,1,2
2018-11-27,Covenant House,Youth,93,94
2018-11-27,Covenant House,Youth,27,28
2018-11-27,Dixon Hall - Heyworth House,Co-ed,9,9
2018-11-27,Dixon Hall - Heyworth House,Co-ed,80,80
2018-11-27,Dixon Hall - Schoolhouse,Men,46,47
2018-11-27,Eva's Phoenix,Youth,49,50
2018-11-27,Eva's Satellite,Youth,1,1
2018-11-27,Fife House Transitional Program,Co-ed,5,5
2018-11-27,Fife House Transitional Program,Co-ed,11,11
2018-11-27,FV Women's Transition to Housing,Women,24,26
2018-11-27,FV Women's Transition to Housing,Women,34,37
2018-11-27,Fred Victor Women's Hostel,Women,4,4
2018-11-27,Fred Victor Women's Hostel,Women,41,41
2018-11-27,"Fred Victor, BUS",Co-ed,10,10
2018-11-27,"Fred Victor, BUS",Co-ed,60,60
2018-11-27,Good Shepherd Centre,Men,5,5
2018-11-27,Good Shepherd Centre,Men,70,70
2018-11-27,Good Shepherd Centre,Men,24,25
2018-11-27,HFS - Kennedy Shelter,Women,90,90
2018-11-27,HFS - Savard's Womens' Shelter,Women,29,30
2018-11-27,HFS - Scarborough Shelter,Co-ed,90,90
2018-11-27,HFS - Strachan House,Co-ed,2,5
2018-11-27,HFS - Strachan House,Co-ed,80,83
2018-11-27,Horizons for Youth,Youth,45,45
2018-11-27,Kennedy House Youth shelter,Youth,40,40
2018-11-27,Na-Me-Res,Men,71,71
2018-11-27,Na-Me-Res,Men,19,20
2018-11-27,Eagles Nest Transition House,Youth,12,12
2018-11-27,SVDP - Amelie House,Women,22,22
2018-11-27,SVDP - Elisa House,Women,39,40
2018-11-27,SVDP - Mary's Home,Women,6,6
2018-11-27,SVDP - Mary's Home,Women,38,38
2018-11-27,SVDP - St. Clare's Residence,Women,29,30
2018-11-27,St. Simon's Shelter,Men,5,5
2018-11-27,St. Simon's Shelter,Men,61,61
2018-11-27,Street Haven,Women,46,46
2018-11-27,Street Haven,Women,4,4
2018-11-27,Sojourn House,Families,89,76
2018-11-27,Sojourn House,Co-ed,94,94
2018-11-27,Sojourn House,Families,176,224
2018-11-27,Salvation Army - Evangeline Res,Women,9,9
2018-11-27,Salvation Army - Evangeline Res,Women,90,90
2018-11-27,Salvation Army - Florence Booth,Women,4,4
2018-11-27,Salvation Army - Florence Booth,Women,58,60
2018-11-27,Salvation Army - Gateway,Men,12,12
2018-12-02,Street Haven,Women,46,46
2018-12-02,Street Haven,Women,4,4
2018-12-02,Sojourn House,Families,89,76
2018-12-02,Sojourn House,Co-ed,94,94
2018-12-02,Sojourn House,Families,177,224
2018-11-27,Turning Point Youth Services,Youth,34,35
2018-11-27,Univ Settlement House - OOTC,Co-ed,0,85
2018-11-27,Red Door Queen Street,Families,106,101
2018-11-27,YMCA House,Youth,40,40
2018-11-27,YMCA Sprott House,Youth,24,25
2018-11-27,YWCA - First Stop Woodlawn,Women,30,31
2018-11-27,YWCA - First Stop Woodlawn,Youth,31,31
2018-11-27,Youth Without Shelter,Youth,33,33
2018-11-27,Youth Without Shelter,Youth,20,20
2018-11-28,COSTI Reception Centre,Families,551,628
2018-11-28,COSTI Reception Centre,Co-ed,9,13
2018-11-28,COSTI Reception Centre,Families,669,774
2018-11-28,COSTI Reception Centre,Co-ed,16,16
2018-11-28,Christie Ossington Men's Hostel,Men,82,82
2018-11-28,Christie Ossington Men's Hostel,Men,32,32
2018-11-28,Christie Refugee Welcome Centre,Families,71,76
2018-11-28,Birchmount Residence,Men,60,60
2018-11-28,Birkdale Residence,Families,168,160
2018-11-28,Birkdale Residence,Families,366,436
2018-11-28,Birkdale Residence,Families,99,124
2018-11-28,Birkdale Residence,Men,2,2
2018-11-28,Downsview Dells,Men,27,28
2018-11-28,Family Residence,Families,205,252
2018-11-28,Family Residence,Families,57,48
2018-11-28,Family Residence,Families,167,110
2018-11-28,Family Residence,Families,50,50
2018-11-28,Family Residence,Families,120,133
2018-11-28,Fort York Residence,Co-ed,42,42
2018-11-28,Fort York Residence,Men,17,21
2018-11-28,Fort York Residence,Men,74,74
2018-11-28,Fort York Residence,Men,48,48
2018-11-28,Robertson House,Families,103,90
2018-11-28,S2H Assessment and Referral Ctre,Men,2,2
2018-11-28,S2H Assessment and Referral Ctre,Co-ed,35,40
2018-11-28,Seaton House,Men,71,72
2018-11-28,Seaton House,Men,62,63
2018-11-28,Seaton House,Men,234,236
2018-11-28,Seaton House,Men,42,42
2018-11-28,Seaton House,Men,85,88
2018-11-28,Seaton House,Co-ed,50,50
2018-11-28,Women's Residence,Women,10,10
2018-11-28,Women's Residence,Women,9,13
2018-11-28,Women's Residence,Women,108,108
2018-11-28,Cornerstone Place,Men,56,56
2018-11-28,Covenant House,Youth,0,2
2018-11-28,Covenant House,Youth,94,94
2018-11-28,Covenant House,Youth,27,28
2018-11-28,Dixon Hall - Heyworth House,Co-ed,9,9
2018-11-28,Dixon Hall - Heyworth House,Co-ed,80,80
2018-11-28,Dixon Hall - Schoolhouse,Men,47,47
2018-11-28,Eva's Phoenix,Youth,49,50
2018-11-28,Eva's Place,Youth,40,40
2018-11-28,Eva's Satellite,Youth,32,32
2018-11-28,Eva's Satellite,Youth,1,1
2018-11-28,Fife House Transitional Program,Co-ed,5,5
2018-11-28,Fife House Transitional Program,Co-ed,11,11
2018-11-28,FV Women's Transition to Housing,Women,24,26
2018-11-28,FV Women's Transition to Housing,Women,34,37
2018-11-28,Fred Victor Women's Hostel,Women,4,4
2018-11-28,Fred Victor Women's Hostel,Women,41,41
2018-11-28,"Fred Victor, BUS",Co-ed,10,10
2018-11-28,"Fred Victor, BUS",Co-ed,60,60
2018-11-28,Good Shepherd Centre,Men,5,5
2018-11-28,Good Shepherd Centre,Men,70,70
2018-11-28,Good Shepherd Centre,Men,25,25
2018-11-28,HFS - Kennedy Shelter,Women,89,90
2018-11-28,HFS - Savard's Womens' Shelter,Women,30,30
2018-11-28,HFS - Scarborough Shelter,Co-ed,90,90
2018-11-28,HFS - Strachan House,Co-ed,2,5
2018-11-28,HFS - Strachan House,Co-ed,80,83
2018-11-28,Horizons for Youth,Youth,45,45
2018-11-28,Kennedy House Youth shelter,Youth,39,40
2018-11-28,Na-Me-Res,Men,71,71
2018-11-28,Na-Me-Res,Men,19,20
2018-11-28,Eagles Nest Transition House,Youth,12,12
2018-11-28,SVDP - Amelie House,Women,22,22
2018-11-28,SVDP - Elisa House,Women,40,40
2018-11-28,SVDP - Mary's Home,Women,6,6
2018-11-28,SVDP - Mary's Home,Women,38,38
2018-11-28,SVDP - St. Clare's Residence,Women,28,30
2018-11-28,St. Simon's Shelter,Men,5,5
2018-11-28,St. Simon's Shelter,Men,61,61
2018-11-28,Street Haven,Women,46,46
2018-11-28,Street Haven,Women,4,4
2018-11-28,Sojourn House,Families,89,76
2018-11-28,Sojourn House,Co-ed,94,94
2018-11-29,Fort York Residence,Co-ed,42,42
2018-11-28,Sojourn House,Families,176,224
2018-11-28,Salvation Army - Evangeline Res,Women,9,9
2018-11-28,Salvation Army - Evangeline Res,Women,90,90
2018-11-28,Salvation Army - Florence Booth,Women,4,4
2018-11-28,Salvation Army - Florence Booth,Women,60,60
2018-11-28,Salvation Army - Gateway,Men,12,12
2018-11-28,Salvation Army - Gateway,Men,108,108
2018-11-28,Salvation Army - Maxwell Meighen,Men,45,45
2018-11-28,Salvation Army - Maxwell Meighen,Men,18,18
2018-11-28,Salvation Army - Maxwell Meighen,Men,270,270
2018-11-28,Salvation Army - Maxwell Meighen,Men,10,10
2018-11-28,Salvation Army - New Hope Leslie,Men,60,60
2018-11-28,Scott Mission Men's Ministry,Men,19,19
2018-11-29,Fort York Residence,Men,15,21
2018-11-28,Scott Mission Men's Ministry,Men,53,53
2018-11-28,Toronto Community Hostel,Co-ed,12,13
2018-11-28,Toronto Community Hostel,Families,13,14
2018-11-28,Turning Point Youth Services,Youth,34,35
2018-11-28,Univ Settlement House - OOTC,Co-ed,0,85
2018-11-28,Red Door Queen Street,Families,106,101
2018-11-28,YMCA House,Youth,38,40
2018-11-28,YMCA Sprott House,Youth,24,25
2018-11-28,YWCA - First Stop Woodlawn,Women,31,31
2018-11-28,YWCA - First Stop Woodlawn,Youth,31,31
2018-11-28,Youth Without Shelter,Youth,33,33
2018-11-28,Youth Without Shelter,Youth,20,20
2018-11-29,COSTI Reception Centre,Families,555,628
2018-11-29,COSTI Reception Centre,Co-ed,9,13
2018-11-29,COSTI Reception Centre,Families,669,774
2018-11-29,COSTI Reception Centre,Co-ed,16,16
2018-11-29,Christie Ossington Men's Hostel,Men,82,82
2018-11-29,Christie Ossington Men's Hostel,Men,32,32
2018-11-29,Christie Refugee Welcome Centre,Families,71,76
2018-11-29,Birchmount Residence,Men,59,60
2018-11-29,Birkdale Residence,Families,166,160
2018-11-29,Birkdale Residence,Families,366,436
2018-11-29,Birkdale Residence,Families,99,124
2018-11-29,Birkdale Residence,Men,2,2
2018-11-29,Downsview Dells,Men,27,28
2018-11-29,Family Residence,Families,207,252
2018-11-29,Family Residence,Families,57,48
2018-11-29,Family Residence,Families,169,110
2018-11-29,Family Residence,Families,50,50
2018-11-29,Family Residence,Families,120,133
2018-11-29,Fort York Residence,Men,74,74
2018-11-29,Fort York Residence,Men,48,48
2018-11-29,Robertson House,Families,103,90
2018-11-29,S2H Assessment and Referral Ctre,Co-ed,34,40
2018-11-29,Seaton House,Men,71,72
2018-11-29,Seaton House,Men,63,63
2018-11-29,Seaton House,Men,234,236
2018-11-29,Seaton House,Men,34,42
2018-11-29,Seaton House,Men,85,88
2018-11-29,Seaton House,Co-ed,50,50
2018-11-29,Women's Residence,Women,10,10
2018-11-29,Women's Residence,Women,13,13
2018-11-29,Women's Residence,Women,107,108
2018-11-29,Cornerstone Place,Men,56,56
2018-11-29,Covenant House,Youth,0,2
2018-11-29,Covenant House,Youth,93,94
2018-11-29,Covenant House,Youth,27,28
2018-11-29,Dixon Hall - Heyworth House,Co-ed,9,9
2018-11-29,Dixon Hall - Heyworth House,Co-ed,77,80
2018-11-29,Dixon Hall - Schoolhouse,Men,47,47
2018-11-29,Eva's Phoenix,Youth,49,50
2018-11-29,Eva's Place,Youth,40,40
2018-11-29,Eva's Satellite,Youth,32,32
2018-11-29,Eva's Satellite,Youth,1,1
2018-11-29,Fife House Transitional Program,Co-ed,5,5
2018-11-29,Fife House Transitional Program,Co-ed,11,11
2018-11-29,FV Women's Transition to Housing,Women,24,26
2018-11-29,FV Women's Transition to Housing,Women,34,37
2018-11-29,Fred Victor Women's Hostel,Women,4,4
2018-11-29,Fred Victor Women's Hostel,Women,41,41
2018-11-29,"Fred Victor, BUS",Co-ed,10,10
2018-11-29,"Fred Victor, BUS",Co-ed,60,60
2018-11-29,Good Shepherd Centre,Men,5,5
2018-11-29,Good Shepherd Centre,Men,69,70
2018-11-29,Good Shepherd Centre,Men,25,25
2018-11-29,HFS - Kennedy Shelter,Women,88,90
2018-11-29,HFS - Savard's Womens' Shelter,Women,30,30
2018-11-29,HFS - Scarborough Shelter,Co-ed,88,90
2018-11-29,HFS - Strachan House,Co-ed,2,5
2018-11-29,HFS - Strachan House,Co-ed,80,83
2018-11-29,Horizons for Youth,Youth,44,45
2018-11-29,Kennedy House Youth shelter,Youth,40,40
2018-11-29,Na-Me-Res,Men,71,71
2018-11-29,Na-Me-Res,Men,19,20
2018-11-29,Eagles Nest Transition House,Youth,12,12
2018-11-29,SVDP - Amelie House,Women,22,22
2018-11-29,SVDP - Elisa House,Women,40,40
2018-11-29,SVDP - Mary's Home,Women,6,6
2018-11-29,SVDP - Mary's Home,Women,38,38
2018-11-29,SVDP - St. Clare's Residence,Women,28,30
2018-11-29,St. Simon's Shelter,Men,5,5
2018-11-29,St. Simon's Shelter,Men,61,61
2018-11-29,Street Haven,Women,46,46
2018-11-29,Street Haven,Women,4,4
2018-11-29,Sojourn House,Families,89,76
2018-11-29,Sojourn House,Co-ed,94,94
2018-11-29,Sojourn House,Families,176,224
2018-11-29,Salvation Army - Evangeline Res,Women,9,9
2018-11-29,Salvation Army - Evangeline Res,Women,90,90
2018-11-29,Salvation Army - Florence Booth,Women,4,4
2018-11-29,Salvation Army - Florence Booth,Women,59,60
2018-11-29,Salvation Army - Gateway,Men,12,12
2018-11-29,Salvation Army - Gateway,Men,107,108
2018-11-29,Salvation Army - Maxwell Meighen,Men,45,45
2018-11-29,Salvation Army - Maxwell Meighen,Men,18,18
2018-11-29,Salvation Army - Maxwell Meighen,Men,269,270
2018-11-29,Salvation Army - Maxwell Meighen,Men,9,10
2018-11-29,Salvation Army - New Hope Leslie,Men,60,60
2018-11-29,Scott Mission Men's Ministry,Men,19,19
2018-11-29,Scott Mission Men's Ministry,Men,53,53
2018-11-29,Toronto Community Hostel,Co-ed,12,13
2018-11-29,Toronto Community Hostel,Families,13,14
2018-11-29,Turning Point Youth Services,Youth,35,35
2018-11-29,Univ Settlement House - OOTC,Co-ed,0,85
2018-11-29,Red Door Queen Street,Families,106,101
2018-11-29,YMCA House,Youth,40,40
2018-11-29,YMCA Sprott House,Youth,24,25
2018-11-29,YWCA - First Stop Woodlawn,Women,31,31
2018-11-29,YWCA - First Stop Woodlawn,Youth,30,31
2018-11-29,Youth Without Shelter,Youth,33,33
2018-11-29,Youth Without Shelter,Youth,20,20
2018-11-30,COSTI Reception Centre,Families,555,628
2018-11-30,COSTI Reception Centre,Co-ed,9,13
2018-11-30,COSTI Reception Centre,Families,681,774
2018-11-30,COSTI Reception Centre,Co-ed,16,16
2018-11-30,Christie Ossington Men's Hostel,Men,82,82
2018-11-30,Christie Ossington Men's Hostel,Men,29,32
2018-11-30,Christie Refugee Welcome Centre,Families,71,76
2018-11-30,Birchmount Residence,Men,58,60
2018-11-30,Birkdale Residence,Families,165,160
2018-11-30,Birkdale Residence,Families,362,436
2018-11-30,Birkdale Residence,Families,99,124
2018-11-30,Birkdale Residence,Men,2,2
2018-11-30,Downsview Dells,Men,28,28
2018-11-30,Family Residence,Families,210,252
2018-11-30,Family Residence,Families,57,48
2018-11-30,Family Residence,Families,166,110
2018-11-30,Family Residence,Families,50,50
2018-11-30,Family Residence,Families,121,133
2018-11-30,Fort York Residence,Co-ed,42,42
2018-11-30,Fort York Residence,Men,13,21
2018-11-30,Fort York Residence,Men,74,74
2018-11-30,Fort York Residence,Men,48,48
2018-11-30,Robertson House,Families,100,90
2018-11-30,S2H Assessment and Referral Ctre,Men,2,2
2018-11-30,S2H Assessment and Referral Ctre,Co-ed,33,40
2018-11-30,Seaton House,Men,71,72
2018-11-30,Seaton House,Men,62,63
2018-11-30,Seaton House,Men,236,236
2018-11-30,Seaton House,Men,30,42
2018-11-30,Seaton House,Men,85,85
2018-11-30,Seaton House,Co-ed,49,50
2018-11-30,Women's Residence,Women,10,10
2018-11-30,Women's Residence,Women,13,13
2018-11-30,Women's Residence,Women,108,108
2018-11-30,Cornerstone Place,Men,56,56
2018-11-30,Covenant House,Youth,0,2
2018-11-30,Covenant House,Youth,94,94
2018-11-30,Covenant House,Youth,27,28
2018-11-30,Dixon Hall - Heyworth House,Co-ed,9,9
2018-11-30,Dixon Hall - Heyworth House,Co-ed,77,80
2018-11-30,Dixon Hall - Schoolhouse,Men,46,47
2018-11-30,Eva's Phoenix,Youth,49,50
2018-11-30,Eva's Satellite,Youth,1,1
2018-11-30,Fife House Transitional Program,Co-ed,5,5
2018-11-30,Fife House Transitional Program,Co-ed,11,11
2018-11-30,FV Women's Transition to Housing,Women,23,26
2018-11-30,FV Women's Transition to Housing,Women,34,37
2018-11-30,Fred Victor Women's Hostel,Women,4,4
2018-11-30,Fred Victor Women's Hostel,Women,41,41
2018-11-30,"Fred Victor, BUS",Co-ed,10,10
2018-11-30,"Fred Victor, BUS",Co-ed,60,60
2018-11-30,Good Shepherd Centre,Men,5,5
2018-11-30,Good Shepherd Centre,Men,67,70
2018-11-30,Good Shepherd Centre,Men,24,25
2018-11-30,HFS - Kennedy Shelter,Women,87,90
2018-11-30,HFS - Savard's Womens' Shelter,Women,30,30
2018-11-30,HFS - Scarborough Shelter,Co-ed,90,90
2018-11-30,HFS - Strachan House,Co-ed,2,5
2018-11-30,HFS - Strachan House,Co-ed,80,83
2018-11-30,Horizons for Youth,Youth,45,45
2018-11-30,Kennedy House Youth shelter,Youth,40,40
2018-11-30,Na-Me-Res,Men,71,71
2018-11-30,Na-Me-Res,Men,18,20
2018-11-30,Eagles Nest Transition House,Youth,12,12
2018-11-30,SVDP - Amelie House,Women,22,22
2018-11-30,SVDP - Elisa House,Women,40,40
2018-11-30,SVDP - Mary's Home,Women,6,6
2018-11-30,SVDP - Mary's Home,Women,38,38
2018-11-30,SVDP - St. Clare's Residence,Women,29,30
2018-11-30,St. Simon's Shelter,Men,5,5
2018-11-30,St. Simon's Shelter,Men,61,61
2018-11-30,Street Haven,Women,46,46
2018-11-30,Street Haven,Women,4,4
2018-11-30,Sojourn House,Families,89,76
2018-11-30,Sojourn House,Co-ed,94,94
2018-11-30,Sojourn House,Families,177,224
2018-11-30,Salvation Army - Evangeline Res,Women,9,9
2018-11-30,Salvation Army - Evangeline Res,Women,90,90
2018-11-30,Salvation Army - Florence Booth,Women,4,4
2018-11-30,Salvation Army - Florence Booth,Women,58,60
2018-11-30,Salvation Army - Gateway,Men,12,12
2018-11-30,Salvation Army - Gateway,Men,108,108
2018-11-30,Salvation Army - Maxwell Meighen,Men,44,45
2018-11-30,Salvation Army - Maxwell Meighen,Men,18,18
2018-11-30,Salvation Army - Maxwell Meighen,Men,270,270
2018-12-01,COSTI Reception Centre,Families,541,628
2018-11-30,Salvation Army - Maxwell Meighen,Men,6,10
2018-11-30,Salvation Army - New Hope Leslie,Men,60,60
