OCCUPANCY_DATE,SHELTER_NAME,SECTOR,OCCUPANCY,CAPACITY
2018-03-28,Scott Mission Men's Ministry,Men,19,19
2018-03-28,Scott Mission Men's Ministry,Men,53,53
2018-03-28,Toronto Community Hostel,Co-ed,12,13
2018-03-28,Toronto Community Hostel,Families,13,14
2018-03-28,Turning Point Youth Services,Youth,32,35
2018-03-28,Univ Settlement House - OOTC,Co-ed,0,85
2018-03-28,Red Door Queen Street,Families,96,98
2018-03-28,YMCA House,Youth,36,40
2018-03-28,YMCA Sprott House,Youth,23,25
2018-03-28,YWCA - First Stop Woodlawn,Women,31,31
2018-03-28,YWCA - First Stop Woodlawn,Youth,30,31
2018-03-28,Youth Without Shelter,Youth,33,33
2018-03-28,Youth Without Shelter,Youth,20,20
2018-03-29,COSTI Reception Centre,Families,400,456
2018-03-29,COSTI Reception Centre,Co-ed,11,13
2018-03-29,COSTI Reception Centre,Families,593,630
2018-03-29,COSTI Reception Centre,Co-ed,16,16
2018-03-29,Christie Ossington Men's Hostel,Men,12,17
2018-03-29,Christie Ossington Men's Hostel,Men,70,75
2018-03-29,Christie Ossington Men's Hostel,Men,30,30
2018-03-29,Christie Refugee Welcome Centre,Families,71,76
2018-03-29,Birchmount Residence,Men,58,60
2018-03-29,Birkdale Residence,Families,173,160
2018-03-29,Birkdale Residence,Families,317,344
2018-03-29,Birkdale Residence,Men,20,36
2018-03-29,Family Residence,Families,222,252
2018-03-29,Family Residence,Families,62,48
2018-03-29,Family Residence,Families,181,110
2018-03-29,Family Residence,Families,58,50
2018-03-29,Family Residence,Families,125,125
2018-03-29,Fort York Residence,Men,1,21
2018-03-29,Fort York Residence,Men,61,74
2018-03-29,Fort York Residence,Men,42,48
2018-03-29,Robertson House,Families,96,90
2018-03-29,S2H Assessment and Referral Ctre,Men,2,2
2018-03-29,S2H Assessment and Referral Ctre,Co-ed,35,40
2018-03-29,Seaton House,Men,28,28
2018-03-29,Seaton House,Men,27,27
2018-03-29,Seaton House,Men,73,80
2018-03-30,YWCA - First Stop Woodlawn,Youth,31,31
2018-03-29,Seaton House,Men,26,42
2018-03-29,Seaton House,Men,95,100
2018-03-29,Women's Residence,Women,14,46
2018-03-29,Women's Residence,Women,10,10
2018-03-29,Women's Residence,Women,13,13
2018-07-01,S2H Assessment and Referral Ctre,Men,2,2
2018-03-29,Women's Residence,Women,105,108
2018-03-29,Cornerstone Place,Men,55,56
2018-03-29,Covenant House,Youth,2,2
2018-03-29,Covenant House,Youth,93,94
2018-03-29,Covenant House,Youth,25,28
2018-03-29,Dixon Hall - Heyworth House,Co-ed,9,9
2018-03-29,Dixon Hall - Heyworth House,Co-ed,77,80
2018-03-29,Dixon Hall - Schoolhouse,Men,47,47
2018-03-29,Eva's Phoenix,Youth,49,50
2018-03-29,Eva's Place,Youth,39,40
2018-03-29,Eva's Satellite,Youth,32,32
2018-03-29,Eva's Satellite,Youth,0,1
2018-03-29,Fife House Transitional Program,Co-ed,5,5
2018-03-29,Fife House Transitional Program,Co-ed,10,11
2018-03-29,FV Women's Transition to Housing,Women,23,26
2018-03-30,Family Residence,Families,58,50
2018-03-29,FV Women's Transition to Housing,Women,36,37
2018-03-29,Fred Victor Women's Hostel,Women,3,4
2018-03-29,Fred Victor Women's Hostel,Women,40,42
2018-03-29,"Fred Victor, BUS",Co-ed,9,10
2018-03-29,"Fred Victor, BUS",Co-ed,60,60
2018-03-29,Good Shepherd Centre,Men,5,5
2018-03-29,Good Shepherd Centre,Men,67,70
2018-03-29,Good Shepherd Centre,Men,22,25
2018-03-29,HFS - Kennedy Shelter,Women,88,90
2018-03-29,HFS - Savard's Womens' Shelter,Women,29,30
2018-03-31,Birkdale Residence,Co-ed,2,2
2018-03-29,HFS - Scarborough Shelter,Co-ed,89,90
2018-03-29,HFS - Strachan House,Co-ed,4,5
2018-03-29,HFS - Strachan House,Co-ed,82,83
2018-03-29,Horizons for Youth,Youth,42,45
2018-03-29,Kennedy House Youth shelter,Youth,40,40
2018-03-29,Na-Me-Res,Men,71,71
2018-03-29,Na-Me-Res,Men,20,20
2018-03-29,Eagles Nest Transition House,Youth,11,12
2018-03-29,SVDP - Amelie House,Women,22,22
2018-03-29,SVDP - Elisa House,Women,40,40
2018-03-29,SVDP - Mary's Home,Women,5,6
2018-03-29,SVDP - Mary's Home,Women,38,38
2018-03-29,SVDP - St. Clare's Residence,Women,30,30
2018-03-29,St. Simon's Shelter,Men,5,5
2018-03-29,St. Simon's Shelter,Men,60,61
2018-03-29,Street Haven,Women,4,4
2018-03-29,Sojourn House,Families,89,76
2018-03-29,Sojourn House,Co-ed,94,94
2018-04-04,Na-Me-Res,Men,19,20
2018-03-29,Sojourn House,Families,70,108
2018-03-29,Salvation Army - Evangeline Res,Women,9,9
2018-03-29,Salvation Army - Evangeline Res,Women,90,90
2018-03-29,Salvation Army - Florence Booth,Women,4,4
2018-03-29,Salvation Army - Florence Booth,Women,60,60
2018-03-29,Salvation Army - Gateway,Men,12,12
2018-03-29,Salvation Army - Gateway,Men,108,108
2018-03-29,Salvation Army - Maxwell Meighen,Men,44,45
2018-03-29,Salvation Army - Maxwell Meighen,Men,16,18
2018-03-29,Salvation Army - Maxwell Meighen,Men,264,270
2018-03-30,COSTI Reception Centre,Families,400,456
2018-03-29,Salvation Army - Maxwell Meighen,Men,10,10
2018-03-29,Salvation Army - New Hope Leslie,Men,60,60
2018-07-08,Birchmount Residence,Men,58,60
2018-03-29,Scott Mission Men's Ministry,Men,19,19
2018-03-29,Scott Mission Men's Ministry,Men,53,53
2018-03-29,Toronto Community Hostel,Co-ed,11,13
2018-03-29,Toronto Community Hostel,Families,13,14
2018-03-29,Turning Point Youth Services,Youth,34,35
2018-03-29,Univ Settlement House - OOTC,Co-ed,0,85
2018-03-29,Red Door Queen Street,Families,96,98
2018-03-29,YMCA House,Youth,38,40
2018-03-29,YMCA Sprott House,Youth,23,25
2018-03-29,YWCA - First Stop Woodlawn,Women,31,31
2018-03-29,YWCA - First Stop Woodlawn,Youth,31,31
2018-03-29,Youth Without Shelter,Youth,33,33
2018-03-29,Youth Without Shelter,Youth,20,20
2018-03-30,COSTI Reception Centre,Co-ed,10,13
2018-03-30,COSTI Reception Centre,Families,593,630
2018-03-30,COSTI Reception Centre,Co-ed,16,16
2018-03-30,Christie Ossington Men's Hostel,Men,4,17
2018-03-30,Christie Ossington Men's Hostel,Men,70,75
2018-03-30,Christie Ossington Men's Hostel,Men,30,30
2018-03-30,Christie Refugee Welcome Centre,Families,71,76
2018-03-30,Birchmount Residence,Men,55,60
2018-03-30,Birkdale Residence,Families,171,160
2018-03-30,Birkdale Residence,Families,317,344
2018-03-30,Birkdale Residence,Men,20,36
2018-03-30,Birkdale Residence,Co-ed,2,2
2018-03-30,Downsview Dells,Men,27,28
2018-03-30,Family Residence,Families,222,252
2018-03-30,SVDP - Elisa House,Women,39,40
2018-03-30,Family Residence,Families,62,48
2018-03-30,Family Residence,Families,181,110
2018-03-30,Family Residence,Families,125,125
2018-03-30,Fort York Residence,Co-ed,50,52
2018-03-30,Fort York Residence,Men,0,21
2018-03-30,Fort York Residence,Men,63,74
2018-03-30,Fort York Residence,Men,42,48
2018-03-30,Robertson House,Families,90,90
2018-03-30,S2H Assessment and Referral Ctre,Men,2,2
2018-03-30,S2H Assessment and Referral Ctre,Co-ed,36,40
2018-03-30,Seaton House,Men,28,28
2018-03-30,Seaton House,Men,27,27
2018-03-30,Seaton House,Men,73,80
2018-03-30,Seaton House,Men,42,64
2018-03-30,Seaton House,Men,227,240
2018-03-30,Seaton House,Men,21,42
2018-03-30,Seaton House,Men,95,100
2018-03-30,Women's Residence,Women,14,46
2018-03-30,Women's Residence,Women,10,10
2018-03-30,Women's Residence,Women,13,13
2018-03-30,Women's Residence,Women,107,108
2018-03-30,Cornerstone Place,Men,56,56
2018-03-30,Covenant House,Youth,1,2
2018-03-30,Covenant House,Youth,94,94
2018-03-30,Covenant House,Youth,27,28
2018-03-30,Dixon Hall - Heyworth House,Co-ed,9,9
2018-03-30,Dixon Hall - Heyworth House,Co-ed,79,80
2018-03-30,Dixon Hall - Schoolhouse,Men,47,47
2018-03-30,Eva's Phoenix,Youth,49,50
2018-03-30,Eva's Place,Youth,40,40
2018-03-30,Eva's Satellite,Youth,32,32
2018-03-30,Eva's Satellite,Youth,0,1
2018-03-30,Fife House Transitional Program,Co-ed,5,5
2018-03-30,Fife House Transitional Program,Co-ed,10,11
2018-03-30,FV Women's Transition to Housing,Women,23,26
2018-03-30,FV Women's Transition to Housing,Women,36,37
2018-03-30,Fred Victor Women's Hostel,Women,4,4
2018-03-30,Fred Victor Women's Hostel,Women,41,42
2018-03-30,"Fred Victor, BUS",Co-ed,10,10
2018-03-30,"Fred Victor, BUS",Co-ed,60,60
2018-03-30,Good Shepherd Centre,Men,5,5
2018-04-01,Univ Settlement House - OOTC,Co-ed,81,85
2018-04-01,Red Door Queen Street,Families,90,98
2018-04-01,YMCA House,Youth,38,40
2018-04-01,YMCA Sprott House,Youth,23,25
2018-04-01,YWCA - First Stop Woodlawn,Women,31,31
2018-03-30,SVDP - Mary's Home,Women,6,6
2018-03-30,SVDP - Mary's Home,Women,38,38
2018-03-31,COSTI Reception Centre,Families,400,456
2018-03-30,SVDP - St. Clare's Residence,Women,30,30
2018-03-30,St. Simon's Shelter,Men,5,5
2018-03-30,St. Simon's Shelter,Men,60,61
2018-03-30,Street Haven,Women,46,46
2018-03-30,Street Haven,Women,4,4
2018-03-30,Sojourn House,Families,89,76
2018-03-30,Sojourn House,Co-ed,94,94
2018-03-30,Sojourn House,Families,70,108
2018-03-30,Salvation Army - Evangeline Res,Women,9,9
2018-03-30,Salvation Army - Evangeline Res,Women,90,90
2018-03-30,Salvation Army - Florence Booth,Women,4,4
2018-03-30,Salvation Army - Florence Booth,Women,60,60
2018-03-30,Salvation Army - Gateway,Men,12,12
2018-03-30,Salvation Army - Gateway,Men,108,108
2018-03-30,Salvation Army - Maxwell Meighen,Men,44,45
2018-03-30,Salvation Army - Maxwell Meighen,Men,16,18
2018-03-30,Salvation Army - Maxwell Meighen,Men,266,270
2018-03-30,Salvation Army - Maxwell Meighen,Men,10,10
2018-03-30,Salvation Army - New Hope Leslie,Men,60,60
2018-03-30,Scott Mission Men's Ministry,Men,19,19
2018-03-30,Scott Mission Men's Ministry,Men,53,53
2018-03-30,Toronto Community Hostel,Co-ed,11,13
2018-03-30,Toronto Community Hostel,Families,13,14
2018-03-30,Turning Point Youth Services,Youth,35,35
2018-03-30,Univ Settlement House - OOTC,Co-ed,78,85
2018-03-30,Red Door Queen Street,Families,90,98
2018-03-30,Youth Without Shelter,Youth,30,33
2018-03-30,Youth Without Shelter,Youth,20,20
2018-03-31,COSTI Reception Centre,Co-ed,9,13
2018-03-31,COSTI Reception Centre,Families,593,630
2018-03-31,COSTI Reception Centre,Co-ed,16,16
2018-03-31,Christie Ossington Men's Hostel,Men,6,17
2018-03-31,Christie Ossington Men's Hostel,Men,70,75
2018-03-31,Christie Ossington Men's Hostel,Men,30,30
2018-03-31,Christie Refugee Welcome Centre,Families,71,76
2018-03-31,Birchmount Residence,Men,55,60
2018-03-31,Birkdale Residence,Families,169,160
2018-03-31,Birkdale Residence,Families,317,344
2018-03-31,Birkdale Residence,Men,19,36
2018-03-31,Family Residence,Families,220,252
2018-03-31,Family Residence,Families,62,48
2018-03-31,Family Residence,Families,180,110
2018-03-31,Family Residence,Families,58,50
2018-03-31,Family Residence,Families,125,125
2018-03-31,Fort York Residence,Co-ed,50,52
2018-03-31,Fort York Residence,Men,0,21
2018-03-31,Fort York Residence,Men,63,74
2018-03-31,Fort York Residence,Men,42,48
2018-03-31,Robertson House,Families,89,90
2018-03-31,S2H Assessment and Referral Ctre,Men,2,2
2018-03-31,S2H Assessment and Referral Ctre,Co-ed,36,40
2018-03-31,Seaton House,Men,28,28
2018-03-31,Seaton House,Men,27,27
2018-03-31,Seaton House,Men,73,80
2018-04-02,Eva's Phoenix,Youth,48,50
2018-03-31,Seaton House,Men,42,64
2018-03-31,Seaton House,Men,221,240
2018-03-31,Seaton House,Men,19,42
2018-03-31,Seaton House,Men,95,100
2018-03-31,Women's Residence,Women,14,46
2018-03-31,Women's Residence,Women,10,10
2018-03-31,Women's Residence,Women,12,13
2018-03-31,Women's Residence,Women,105,108
2018-03-31,Cornerstone Place,Men,56,56
2018-03-31,Covenant House,Youth,1,2
2018-03-31,Covenant House,Youth,90,94
2018-03-31,Covenant House,Youth,27,28
2018-03-31,Dixon Hall - Heyworth House,Co-ed,9,9
2018-03-31,Dixon Hall - Heyworth House,Co-ed,80,80
2018-03-31,Dixon Hall - Schoolhouse,Men,47,47
2018-03-31,Eva's Phoenix,Youth,49,50
2018-03-31,Eva's Satellite,Youth,0,1
2018-03-31,Fife House Transitional Program,Co-ed,5,5
2018-03-31,Fife House Transitional Program,Co-ed,10,11
2018-03-31,FV Women's Transition to Housing,Women,23,26
2018-03-31,FV Women's Transition to Housing,Women,36,37
2018-03-31,Fred Victor Women's Hostel,Women,4,4
2018-03-31,Fred Victor Women's Hostel,Women,41,42
2018-03-31,"Fred Victor, BUS",Co-ed,10,10
2018-03-31,"Fred Victor, BUS",Co-ed,60,60
2018-03-31,Good Shepherd Centre,Men,5,5
2018-03-31,Good Shepherd Centre,Men,69,70
2018-03-31,Good Shepherd Centre,Men,22,25
2018-03-31,HFS - Kennedy Shelter,Women,90,90
2018-03-31,HFS - Savard's Womens' Shelter,Women,30,30
2018-03-31,Street Haven,Women,46,46
2018-03-31,HFS - Scarborough Shelter,Co-ed,85,90
2018-03-31,HFS - Strachan House,Co-ed,4,5
2018-03-31,HFS - Strachan House,Co-ed,81,83
2018-03-31,Kennedy House Youth shelter,Youth,40,40
2018-03-31,Na-Me-Res,Men,69,71
2018-03-31,Na-Me-Res,Men,19,20
2018-03-31,Eagles Nest Transition House,Youth,11,12
2018-03-31,SVDP - Amelie House,Women,22,22
2018-03-31,SVDP - Elisa House,Women,40,40
2018-03-31,SVDP - Mary's Home,Women,6,6
2018-03-31,SVDP - Mary's Home,Women,38,38
2018-03-31,SVDP - St. Clare's Residence,Women,30,30
2018-03-31,St. Simon's Shelter,Men,5,5
2018-03-31,St. Simon's Shelter,Men,60,61
2018-03-31,Street Haven,Women,4,4
2018-03-31,Sojourn House,Families,89,76
2018-03-31,Sojourn House,Co-ed,93,94
2018-07-20,Eva's Satellite,Youth,32,32
2018-03-31,Sojourn House,Families,70,108
2018-03-31,Salvation Army - Evangeline Res,Women,9,9
2018-03-31,Salvation Army - Evangeline Res,Women,90,90
2018-03-31,Salvation Army - Florence Booth,Women,4,4
2018-03-31,Salvation Army - Florence Booth,Women,60,60
2018-03-31,Salvation Army - Gateway,Men,12,12
2018-03-31,Salvation Army - Gateway,Men,108,108
2018-03-31,Salvation Army - Maxwell Meighen,Men,44,45
2018-03-31,Salvation Army - Maxwell Meighen,Men,17,18
2018-03-31,Salvation Army - Maxwell Meighen,Men,256,270
2018-04-01,COSTI Reception Centre,Families,400,456
2018-03-31,Salvation Army - Maxwell Meighen,Men,9,10
2018-03-31,Salvation Army - New Hope Leslie,Men,60,60
2018-07-27,Eva's Place,Youth,39,40
2018-03-31,Scott Mission Men's Ministry,Men,19,19
2018-03-31,Scott Mission Men's Ministry,Men,53,53
2018-03-31,Toronto Community Hostel,Co-ed,11,13
2018-03-31,Toronto Community Hostel,Families,13,14
2018-03-31,Turning Point Youth Services,Youth,35,35
2018-03-31,Univ Settlement House - OOTC,Co-ed,82,85
2018-03-31,Red Door Queen Street,Families,90,98
2018-03-31,YMCA House,Youth,40,40
2018-03-31,YMCA Sprott House,Youth,23,25
2018-03-31,YWCA - First Stop Woodlawn,Women,31,31
2018-03-31,YWCA - First Stop Woodlawn,Youth,31,31
2018-03-31,Youth Without Shelter,Youth,33,33
2018-03-31,Youth Without Shelter,Youth,20,20
2018-04-01,COSTI Reception Centre,Co-ed,8,13
2018-04-01,COSTI Reception Centre,Families,593,630
2018-04-01,COSTI Reception Centre,Co-ed,16,16
2018-04-01,Christie Ossington Men's Hostel,Men,8,17
2018-04-01,Christie Ossington Men's Hostel,Men,69,75
2018-04-01,Christie Ossington Men's Hostel,Men,30,30
2018-04-01,Christie Refugee Welcome Centre,Families,71,76
2018-04-01,Birchmount Residence,Men,55,60
2018-04-01,Birkdale Residence,Families,167,160
2018-04-01,Birkdale Residence,Families,313,344
2018-04-01,Birkdale Residence,Men,19,36
2018-04-01,Birkdale Residence,Co-ed,2,2
2018-04-01,Downsview Dells,Men,25,28
2018-04-01,Family Residence,Families,218,252
2018-04-01,Street Haven,Women,46,46
2018-04-01,Family Residence,Families,62,48
2018-04-01,Family Residence,Families,179,110
2018-04-01,Family Residence,Families,58,50
2018-04-01,Family Residence,Families,125,125
2018-04-01,Fort York Residence,Co-ed,50,52
2018-04-01,Fort York Residence,Men,0,21
2018-04-01,Fort York Residence,Men,63,74
2018-04-01,Fort York Residence,Men,42,48
2018-04-01,Robertson House,Families,94,90
2018-04-01,S2H Assessment and Referral Ctre,Men,2,2
2018-04-01,S2H Assessment and Referral Ctre,Co-ed,36,40
2018-04-01,Seaton House,Men,28,28
2018-04-01,Seaton House,Men,27,27
2018-04-01,Seaton House,Men,73,80
2018-04-01,Seaton House,Men,42,64
2018-04-01,Seaton House,Men,229,240
2018-04-01,Seaton House,Men,11,42
2018-04-01,Seaton House,Men,95,100
2018-04-01,Women's Residence,Women,14,46
2018-04-01,Women's Residence,Women,10,10
2018-04-01,Women's Residence,Women,12,13
2018-04-01,Women's Residence,Women,107,108
2018-04-01,Cornerstone Place,Men,56,56
2018-04-01,Covenant House,Youth,1,2
2018-04-01,Covenant House,Youth,93,94
2018-04-01,Covenant House,Youth,27,28
2018-04-01,Dixon Hall - Heyworth House,Co-ed,9,9
2018-04-01,Dixon Hall - Heyworth House,Co-ed,80,80
2018-04-01,Dixon Hall - Schoolhouse,Men,47,47
2018-04-01,Eva's Phoenix,Youth,48,50
2018-04-01,Eva's Place,Youth,38,40
2018-04-01,Eva's Satellite,Youth,32,32
2018-04-01,Eva's Satellite,Youth,0,1
2018-04-01,Fife House Transitional Program,Co-ed,5,5
2018-04-01,Fife House Transitional Program,Co-ed,10,11
2018-04-01,FV Women's Transition to Housing,Women,23,26
2018-04-01,FV Women's Transition to Housing,Women,36,37
2018-04-01,Fred Victor Women's Hostel,Women,4,4
2018-04-01,Fred Victor Women's Hostel,Women,40,42
2018-04-01,"Fred Victor, BUS",Co-ed,10,10
2018-04-01,"Fred Victor, BUS",Co-ed,60,60
2018-04-01,Good Shepherd Centre,Men,5,5
2018-04-01,Good Shepherd Centre,Men,68,70
2018-04-01,Good Shepherd Centre,Men,22,25
2018-04-01,HFS - Kennedy Shelter,Women,90,90
2018-04-01,HFS - Savard's Womens' Shelter,Women,30,30
2018-04-01,Street Haven,Women,4,4
2018-04-01,HFS - Scarborough Shelter,Co-ed,89,90
2018-04-01,HFS - Strachan House,Co-ed,4,5
2018-04-01,HFS - Strachan House,Co-ed,81,83
2018-04-01,Horizons for Youth,Youth,45,45
2018-04-01,Kennedy House Youth shelter,Youth,40,40
2018-04-01,Na-Me-Res,Men,71,71
2018-04-01,Na-Me-Res,Men,19,20
2018-04-01,Eagles Nest Transition House,Youth,11,12
2018-04-01,SVDP - Amelie House,Women,22,22
2018-04-01,SVDP - Elisa House,Women,40,40
2018-04-01,SVDP - Mary's Home,Women,6,6
2018-04-01,SVDP - Mary's Home,Women,38,38
2018-04-01,SVDP - St. Clare's Residence,Women,30,30
2018-04-01,St. Simon's Shelter,Men,5,5
2018-04-01,St. Simon's Shelter,Men,61,61
2018-04-01,Sojourn House,Families,89,76
2018-04-01,Sojourn House,Co-ed,93,94
2018-04-01,Sojourn House,Families,75,108
2018-04-01,Salvation Army - Evangeline Res,Women,9,9
2018-04-01,Salvation Army - Evangeline Res,Women,89,90
2018-04-01,Salvation Army - Florence Booth,Women,4,4
2018-04-01,Salvation Army - Florence Booth,Women,60,60
2018-04-01,Salvation Army - Gateway,Men,12,12
2018-04-01,Salvation Army - Gateway,Men,108,108
2018-04-01,Salvation Army - Maxwell Meighen,Men,44,45
2018-04-01,Salvation Army - Maxwell Meighen,Men,18,18
2018-04-01,Salvation Army - Maxwell Meighen,Men,265,270
2018-04-01,Salvation Army - Maxwell Meighen,Men,8,10
2018-04-01,YWCA - First Stop Woodlawn,Youth,31,31
2018-04-01,Salvation Army - New Hope Leslie,Men,60,60
2018-04-01,Scott Mission Men's Ministry,Men,19,19
2018-04-01,Scott Mission Men's Ministry,Men,53,53
2018-04-01,Toronto Community Hostel,Co-ed,11,13
2018-04-01,Toronto Community Hostel,Families,13,14
2018-04-01,Turning Point Youth Services,Youth,33,35
2018-05-02,Scott Mission Men's Ministry,Men,19,19
2018-05-02,Scott Mission Men's Ministry,Men,53,53
2018-05-02,Toronto Community Hostel,Co-ed,11,13
2018-05-02,Toronto Community Hostel,Families,13,14
2018-05-02,Turning Point Youth Services,Youth,35,35
2018-05-02,Univ Settlement House - OOTC,Co-ed,0,85
2018-05-02,Red Door Queen Street,Families,97,98
2018-05-02,YMCA House,Youth,38,40
2018-05-02,YMCA Sprott House,Youth,24,25
2018-04-01,Youth Without Shelter,Youth,32,33
2018-04-01,Youth Without Shelter,Youth,20,20
2018-04-02,COSTI Reception Centre,Families,404,456
2018-04-02,COSTI Reception Centre,Co-ed,8,13
2018-04-02,COSTI Reception Centre,Families,596,630
2018-04-02,COSTI Reception Centre,Co-ed,16,16
2018-04-02,Christie Ossington Men's Hostel,Men,11,17
2018-04-02,Christie Ossington Men's Hostel,Men,69,75
2018-04-02,Christie Ossington Men's Hostel,Men,30,30
2018-04-02,Christie Refugee Welcome Centre,Families,69,76
2018-04-02,Birchmount Residence,Men,54,60
2018-04-02,Birkdale Residence,Families,163,160
2018-04-02,Birkdale Residence,Families,314,344
2018-04-02,Birkdale Residence,Men,18,36
2018-04-02,Birkdale Residence,Co-ed,2,2
2018-04-02,Downsview Dells,Men,25,28
2018-04-05,Fort York Residence,Men,63,74
2018-04-02,Family Residence,Families,223,252
2018-04-02,Family Residence,Families,62,48
2018-04-02,Family Residence,Families,174,110
2018-04-02,Family Residence,Families,58,50
2018-04-02,Family Residence,Families,125,125
2018-04-02,Fort York Residence,Co-ed,50,52
2018-04-02,Fort York Residence,Men,1,21
2018-04-02,Fort York Residence,Men,63,74
2018-04-02,Fort York Residence,Men,42,48
2018-04-02,Robertson House,Families,94,90
2018-04-02,S2H Assessment and Referral Ctre,Men,2,2
2018-04-02,S2H Assessment and Referral Ctre,Co-ed,36,40
2018-04-02,Seaton House,Men,28,28
2018-04-02,Seaton House,Men,27,27
2018-04-02,Seaton House,Men,74,80
